TBOXID,MONTH_START,TOTAL_DISTANCE_KM,USAGE_TYPE,NO_OF_SWAPS,NO_OF_HOMECHARGINGS,FREQUENT_SWIPING_STATIONS,AVG_DISTANCE_PER_PERIOD
862487061332066,2025-09-01 00:00:00.000,604.12958538,High Usage,0,24,HOME_CHARGING,23.24
865209069546290,2025-04-01 00:00:00.000,610.40991576,High Usage,0,23,HOME_CHARGING,30.52
862487061333320,2025-09-01 00:00:00.000,617.312194773,High Usage,0,20,HOME_CHARGING,22.05
865209069519313,2024-11-01 00:00:00.000,428.814184646,High Usage,21,0,"Moratuwa replace Station, Boralesgamuwa new Station",15.88
865209069520550,2025-08-01 00:00:00.000,566.474796617,High Usage,3,20,"HOME_CHARGING, Bandaragama Station, Maggona",18.27
865209069545904,2024-07-01 00:00:00.000,786.734885317,High Usage,24,0,"Boralla Temporary Station, Boralesgamuwa new Station, Thalawathugoda New Station",32.78
865209069545995,2025-06-01 00:00:00.000,593.933826949,High Usage,3,19,"HOME_CHARGING, Boralla Temporary Station, Boralesgamuwa new Station",23.76
865209060623064,2025-07-01 00:00:00.000,331.728137741,High Usage,17,0,"Panadura  1 Station, Bandaragama Station",13.27
865209069519271,2025-08-01 00:00:00.000,360.427865824,High Usage,1,14,"HOME_CHARGING, Maggona",16.38
865209069519073,2025-04-01 00:00:00.000,1150.615254456,High Usage,18,14,"HOME_CHARGING, Maggona, Dharga Town Station",54.79
,2025-09-01 00:00:00.000,0,Low Usage,13,0,Soysapura Station,
862487061423220,2025-08-01 00:00:00.000,308.81136186,High Usage,0,13,HOME_CHARGING,13.43
865209069520816,2025-05-01 00:00:00.000,413.265126955,High Usage,20,0,"Thalawathugoda New Station, Boralla Temporary Station, Boralesgamuwa new Station",18.78
,2025-09-01 00:00:00.000,0,Low Usage,12,0,Kuliyapitiya,
865209069546423,2025-08-01 00:00:00.000,134.430845871,Medium Usage,0,11,HOME_CHARGING,13.44
865209069521004,2025-06-01 00:00:00.000,200.561677977,High Usage,11,0,"Moratuwa replace Station, Boralesgamuwa new Station",11.8
865209060779635,2025-01-01 00:00:00.000,135.787240717,Medium Usage,10,0,Boralla Temporary Station,5.03
,2025-10-01 00:00:00.000,0,Low Usage,20,0,"Thalawathugoda New Station, Soysapura Station, Moratuwa replace Station",
865209069520956,2025-08-01 00:00:00.000,94.95744635,Medium Usage,0,9,HOME_CHARGING,5.59
865209069520071,2025-06-01 00:00:00.000,179.280617243,High Usage,8,5,"Padukka Station, HOME_CHARGING",11.21
865209069519487,2025-06-01 00:00:00.000,163.746870004,High Usage,1,8,"HOME_CHARGING, Maggona",5.85
865209060771624,2025-08-01 00:00:00.000,210.436225921,High Usage,0,7,HOME_CHARGING,8.77
865209069546506,2025-08-01 00:00:00.000,63.566107414,Medium Usage,0,6,HOME_CHARGING,3.74
862487061375123,2025-09-01 00:00:00.000,86.225729327,Medium Usage,0,5,HOME_CHARGING,4.79
862487061422107,2025-07-01 00:00:00.000,831.225297871,High Usage,0,4,HOME_CHARGING,26.81
862487061331662,2025-10-01 00:00:00.000,179.012177201,High Usage,0,4,HOME_CHARGING,8.95
,2025-10-01 00:00:00.000,0,Low Usage,4,0,Padukka Station,
865209069518539,2025-09-01 00:00:00.000,251.870475174,High Usage,5,0,"Soysapura Station, Boralla Temporary Station",14.82
,2025-09-01 00:00:00.000,0,Low Usage,6,0,"Panadura  1 Station, Moratuwa replace Station, Bandaragama Station",
865209069545904,2024-12-01 00:00:00.000,153.801927814,High Usage,7,0,"Boralla Temporary Station, Kadawatha Station, Paliayagoda Station",15.38
865209069519412,2025-04-01 00:00:00.000,23.196251692,Low Usage,0,1,HOME_CHARGING,11.6
862487061364069,2025-10-01 00:00:00.000,866.624342928,High Usage,0,15,HOME_CHARGING,43.33
865209069519313,2024-09-01 00:00:00.000,359.058539824,High Usage,14,0,Moratuwa replace Station,15.61
865209069518778,2025-07-01 00:00:00.000,439.72617224,High Usage,22,0,"Moratuwa replace Station, Panadura  1 Station, Soysapura Station",14.18
,2025-10-01 00:00:00.000,0,Low Usage,14,0,"Maggona, Kalutara North",
865209069521004,2025-04-01 00:00:00.000,121.193818485,Medium Usage,10,0,Moratuwa replace Station,9.32
,2025-10-01 00:00:00.000,0,Low Usage,9,1,"Kuliyapitiya, HOME_CHARGING",
865209069519487,2025-04-01 00:00:00.000,396.892193289,High Usage,1,9,"HOME_CHARGING, Maggona",14.17
865209069545813,2025-07-01 00:00:00.000,175.763256414,High Usage,0,8,HOME_CHARGING,7.64
862487061378465,2025-10-01 00:00:00.000,306.413030129,High Usage,0,8,HOME_CHARGING,18.02
865209069519016,2025-06-01 00:00:00.000,148.916043741,Medium Usage,7,0,Panadura  1 Station,7.84
865209069519412,2025-08-01 00:00:00.000,83.520141066,Medium Usage,0,7,HOME_CHARGING,4.91
865209069518646,2025-06-01 00:00:00.000,306.366314048,High Usage,5,5,"HOME_CHARGING, Boralesgamuwa new Station, Paliayagoda Station",20.42
862487061422248,2025-07-01 00:00:00.000,281.447554326,High Usage,0,5,HOME_CHARGING,10.05
865209069519883,2025-03-01 00:00:00.000,104.671116178,Medium Usage,6,0,"Katunayake Station, Seeduwa Station",4.98
865209060263697,2025-05-01 00:00:00.000,55.36748986,Medium Usage,4,0,Panadura  1 Station,7.91
865209069520980,2025-05-01 00:00:00.000,74.632092627,Medium Usage,0,4,HOME_CHARGING,3.39
865209069520881,2025-03-01 00:00:00.000,48.779628791,Low Usage,6,0,"Panadura, Bandaragama Station",9.76
865209069519255,2024-04-01 00:00:00.000,102.41391629,Medium Usage,4,0,"Moratuwa replace Station, Moratuwa Station",5.69
865209069520923,2024-11-01 00:00:00.000,48.670362016,Low Usage,3,0,"Miriswatta Station, Udugampola Station",6.95
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209060960599,2025-04-01 00:00:00.000,52.725759276,Medium Usage,2,1,"Bandaragama Station, HOME_CHARGING",8.79
862487061405128,2025-10-01 00:00:00.000,51.549306166,Medium Usage,0,2,HOME_CHARGING,2.58
,2024-11-01 00:00:00.000,0,Low Usage,1,0,Divulapitiya Station3,
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Moratuwa replace Station,
865209069519263,2025-08-01 00:00:00.000,0,Low Usage,1,0,Boralla Temporary Station,
,2025-10-01 00:00:00.000,0,Low Usage,2,0,"Maggona, Beruwala Station",
,2025-09-01 00:00:00.000,0,Low Usage,11,0,"Soysapura Station, Kalutara North",
865209069519230,2025-07-01 00:00:00.000,61.42056304,Medium Usage,4,0,Bandaragama Station,3.84
865209069546506,2025-05-01 00:00:00.000,19.788638222,Low Usage,0,4,HOME_CHARGING,4.95
865209069520923,2025-03-01 00:00:00.000,37.484882549,Low Usage,4,0,Miriswatta Station,6.25
862487061403909,2025-09-01 00:00:00.000,1028.697747459,High Usage,0,3,HOME_CHARGING,35.47
865209060420784,2025-01-01 00:00:00.000,14.641130872,Low Usage,2,0,Thalawathugoda New Station,4.88
862487061332041,2025-06-01 00:00:00.000,533.097799517,High Usage,1,2,"HOME_CHARGING, Maggona",19.04
865209060960599,2025-03-01 00:00:00.000,14.907827276,Low Usage,1,0,Bandaragama Station,4.97
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Boralla Temporary Station,
865209069519925,2025-07-01 00:00:00.000,1.655904235,Low Usage,0,1,HOME_CHARGING,1.66
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Boralla Temporary Station,
862487061363541,2025-06-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069520865,2025-02-01 00:00:00.000,197.836077532,High Usage,1,0,Maggona,10.99
865209069546068,2025-07-01 00:00:00.000,711.340419862,High Usage,28,0,Thalawathugoda New Station,25.41
865209069519354,2025-04-01 00:00:00.000,899.08611153,High Usage,48,0,"Panadura, Panadura  1 Station, Soysapura Station",34.58
865209069519313,2024-05-01 00:00:00.000,626.664693296,High Usage,20,0,Moratuwa replace Station,25.07
865209069519933,2025-06-01 00:00:00.000,271.95586472,High Usage,0,16,HOME_CHARGING,9.38
865209069519842,2025-08-01 00:00:00.000,907.33782572,High Usage,12,12,"HOME_CHARGING, Maggona, Beruwala Station",29.27
865209069546258,2025-07-01 00:00:00.000,198.53345872,High Usage,11,0,Soysapura Station,14.18
865209069519438,2025-08-01 00:00:00.000,221.6362192,High Usage,11,0,Panadura  1 Station,8.52
865209069519594,2025-09-01 00:00:00.000,165.383702977,High Usage,0,10,HOME_CHARGING,7.19
862487061394546,2025-07-01 00:00:00.000,777.23366588,High Usage,1,9,"HOME_CHARGING, Kuliyapitiya",27.76
865209069518539,2025-07-01 00:00:00.000,337.089945958,High Usage,21,0,"Soysapura Station, Boralesgamuwa new Station, Boralla Temporary Station",18.73
865209069518661,2025-04-01 00:00:00.000,617.079223914,High Usage,5,8,"HOME_CHARGING, Seeduwa Station",24.68
865209069518539,2024-01-01 00:00:00.000,129.702285517,Medium Usage,5,0,Boralesgamuwa new Station,16.21
865209069518679,2025-05-01 00:00:00.000,77.967947758,Medium Usage,4,1,"Maggona, HOME_CHARGING",7.8
865209060487676,2025-10-01 00:00:00.000,4.33708787,Low Usage,0,4,HOME_CHARGING,1.45
865209069519453,2025-05-01 00:00:00.000,0,Low Usage,4,0,Bandaragama Station,
862487061379588,2025-06-01 00:00:00.000,230.281218187,High Usage,0,3,HOME_CHARGING,12.79
865209069519073,2025-01-01 00:00:00.000,156.856844599,High Usage,8,0,"Panadura, Maggona, Beruwala Station",31.37
862487061409369,2025-07-01 00:00:00.000,37.428271426,Low Usage,2,1,"Moratuwa replace Station, HOME_CHARGING",1.97
,2025-09-01 00:00:00.000,0,Low Usage,3,0,"Moratuwa replace Station, Soysapura Station",
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069519719,2025-08-01 00:00:00.000,462.329102356,High Usage,3,15,"HOME_CHARGING, Boralla Temporary Station",18.49
862487061403784,2025-07-01 00:00:00.000,498.431052391,High Usage,11,5,"Bandaragama Station, HOME_CHARGING",19.94
865209060420784,2025-07-01 00:00:00.000,4.463329035,Low Usage,0,11,HOME_CHARGING,0.3
862487061382608,2025-07-01 00:00:00.000,1086.479698651,High Usage,2,11,"HOME_CHARGING, Dharga Town Station",36.22
865209069519867,2025-10-01 00:00:00.000,483.220692606,High Usage,0,10,HOME_CHARGING,24.16
865209069519941,2024-04-01 00:00:00.000,113.653406826,Medium Usage,8,0,Boralesgamuwa new Station,7.58
865209069519883,2025-09-01 00:00:00.000,116.883608704,Medium Usage,0,7,HOME_CHARGING,5.57
862487061363541,2025-08-01 00:00:00.000,0,Low Usage,0,7,HOME_CHARGING,
862487061405425,2025-10-01 00:00:00.000,89.672272261,Medium Usage,0,7,HOME_CHARGING,5.27
865209060487676,2025-05-01 00:00:00.000,6.338378852,Low Usage,0,4,HOME_CHARGING,2.11
862487061403784,2025-08-01 00:00:00.000,306.862287989,High Usage,4,2,"Bandaragama Station, HOME_CHARGING",12.27
865209069546431,2024-06-01 00:00:00.000,105.737684924,Medium Usage,4,0,Moratuwa replace Station,5.29
865209069519669,2024-04-01 00:00:00.000,102.374382455,Medium Usage,5,0,"Moratuwa replace Station, Moratuwa Station",6.02
Deleted,2025-03-01 00:00:00.000,0,Low Usage,6,0,"MockStation, Dharga Town Station, Agalawaththa",
Deleted 01,2025-03-01 00:00:00.000,0,Low Usage,6,0,"MockStation, Dharga Town Station, Agalawaththa",
865209060623064,2025-09-01 00:00:00.000,248.160595287,High Usage,4,0,"Panadura  1 Station, Bandaragama Station",16.54
,2025-10-01 00:00:00.000,0,Low Usage,4,0,"Maggona, Beruwala Station",
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
862487061348005,2025-06-01 00:00:00.000,318.028941225,High Usage,0,2,HOME_CHARGING,21.2
862487061433187,2025-07-01 00:00:00.000,124.385565174,Medium Usage,1,2,"HOME_CHARGING, Dharga Town Station",7.77
865209060623064,2025-04-01 00:00:00.000,475.289547059,High Usage,4,2,"HOME_CHARGING, Panadura, Panadura  1 Station",16.97
865209069521020,2025-04-01 00:00:00.000,36.341622942,Low Usage,2,0,Seeduwa Station,7.27
865209069520691,2025-09-01 00:00:00.000,221.922066108,High Usage,2,0,Bandaragama Station,11.1
,2025-10-01 00:00:00.000,0,Low Usage,0,2,HOME_CHARGING,
865209060519718,2025-09-01 00:00:00.000,7.57765108,Low Usage,0,2,HOME_CHARGING,1.26
865209069519164,2025-05-01 00:00:00.000,131.068201905,Medium Usage,5,2,"Moratuwa replace Station, HOME_CHARGING, Boralesgamuwa new Station",18.72
865209060960599,2025-08-01 00:00:00.000,4.682540826,Low Usage,1,1,"HOME_CHARGING, Bandaragama Station",4.68
865209069520014,2025-06-01 00:00:00.000,2.589363547,Low Usage,1,0,Padukka Station,2.59
862487061409369,2025-09-01 00:00:00.000,0,Low Usage,1,0,Moratuwa replace Station,
862487061347445,2025-10-01 00:00:00.000,669.068348729,High Usage,1,4,"HOME_CHARGING, Kuliyapitiya",33.45
865209060491306,2025-09-01 00:00:00.000,146.427744134,Medium Usage,1,3,"HOME_CHARGING, Kochchikade Station",9.76
865209069520022,2025-01-01 00:00:00.000,108.230746744,Medium Usage,3,0,"Panadura, Bandaragama Station",27.06
862487061405128,2025-08-01 00:00:00.000,31.858989778,Low Usage,0,1,HOME_CHARGING,1.27
,2025-09-01 00:00:00.000,0,Low Usage,3,0,"Moratuwa replace Station, Kiribathgoda Station, Boralla Temporary Station",
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Boralla Temporary Station,
865209060491306,2025-10-01 00:00:00.000,251.741900294,High Usage,0,1,HOME_CHARGING,13.25
865209069519354,2025-03-01 00:00:00.000,733.408784255,High Usage,43,0,"Panadura, Moratuwa replace Station, Boralesgamuwa new Station",28.21
862487061363947,2025-09-01 00:00:00.000,891.026236244,High Usage,3,27,"HOME_CHARGING, Boralla Temporary Station",31.82
862487061347809,2025-08-01 00:00:00.000,715.571022166,High Usage,0,27,HOME_CHARGING,23.08
865209069520550,2025-07-01 00:00:00.000,640.373127727,High Usage,0,25,HOME_CHARGING,20.66
865209069519875,2025-08-01 00:00:00.000,722.838858413,High Usage,0,22,HOME_CHARGING,24.93
865209069521061,2025-04-01 00:00:00.000,712.717071029,High Usage,3,19,"HOME_CHARGING, Miriswatta Station",23.76
865209069546068,2024-06-01 00:00:00.000,340.562416046,High Usage,19,0,Thalawathugoda New Station,12.16
,2025-10-01 00:00:00.000,0,Low Usage,17,0,Maggona,
865209069519537,2025-09-01 00:00:00.000,859.403420606,High Usage,4,15,"HOME_CHARGING, Panadura  1 Station, Bandaragama Station",31.83
865209069521194,2025-09-01 00:00:00.000,394.419476094,High Usage,0,12,HOME_CHARGING,23.2
862487061405425,2025-07-01 00:00:00.000,104.241900431,Medium Usage,0,11,HOME_CHARGING,4.17
865209069519214,2025-06-01 00:00:00.000,135.502926351,Medium Usage,0,10,HOME_CHARGING,4.84
862487061422388,2025-08-01 00:00:00.000,405.348322565,High Usage,0,10,HOME_CHARGING,23.84
865209069519313,2024-04-01 00:00:00.000,587.493225291,High Usage,17,0,"Moratuwa replace Station, Moratuwa Station, Pannipitiya Station",25.54
865209069521004,2024-08-01 00:00:00.000,115.182595158,Medium Usage,8,0,Moratuwa replace Station,7.68
865209069519503,2025-08-01 00:00:00.000,555.568991753,High Usage,14,1,"Kolonnawa Station, Paliayagoda Station, Thalawathugoda New Station",32.68
862487061422487,2025-08-01 00:00:00.000,114.036321659,Medium Usage,0,7,HOME_CHARGING,12.67
862487061332264,2025-08-01 00:00:00.000,110.389843184,Medium Usage,0,7,HOME_CHARGING,6.9
862487061405524,2025-09-01 00:00:00.000,176.763628516,High Usage,0,6,HOME_CHARGING,8.42
865209069520071,2025-04-01 00:00:00.000,98.517056447,Medium Usage,6,2,"Padukka Station, HOME_CHARGING",8.21
865209060765386,2024-05-01 00:00:00.000,58.906202853,Medium Usage,6,0,Boralesgamuwa new Station,8.42
865209069518539,2024-12-01 00:00:00.000,133.365906465,Medium Usage,9,0,"Boralesgamuwa new Station, Moratuwa replace Station",13.34
865209069519255,2025-04-01 00:00:00.000,117.646713239,Medium Usage,4,0,Moratuwa replace Station,10.7
862487061422248,2025-10-01 00:00:00.000,46.793266794,Low Usage,0,4,HOME_CHARGING,7.8
,2025-10-01 00:00:00.000,0,Low Usage,4,0,Panadura  1 Station,
865209069546431,2024-03-01 00:00:00.000,156.83894326,High Usage,4,0,Moratuwa Station,6.27
865209060491306,2025-04-01 00:00:00.000,55.011922238,Medium Usage,2,3,"HOME_CHARGING, Kochchikade Station",4.58
,2025-10-01 00:00:00.000,0,Low Usage,3,0,Padukka Station,
865209069520162,2025-07-01 00:00:00.000,41.170582862,Low Usage,0,2,HOME_CHARGING,6.86
,2025-10-01 00:00:00.000,0,Low Usage,2,2,"HOME_CHARGING, Katunayake Station, Paliayagoda Station",
862487061333767,2025-08-01 00:00:00.000,720.952725213,High Usage,3,16,"HOME_CHARGING, Moratuwa replace Station",24.03
865209069519941,2025-02-01 00:00:00.000,367.731040361,High Usage,15,0,"Boralesgamuwa new Station, Moratuwa replace Station",17.51
862487061347767,2025-08-01 00:00:00.000,921.687362006,High Usage,9,12,"HOME_CHARGING, Paliayagoda Station, Kiribathgoda Station",61.45
865209069519339,2025-09-01 00:00:00.000,324.715580713,High Usage,0,11,HOME_CHARGING,16.24
865209069519941,2024-08-01 00:00:00.000,198.280896791,High Usage,10,0,Boralesgamuwa new Station,8.62
865209069520824,2024-12-01 00:00:00.000,475.06768206,High Usage,9,0,Maggona,16.38
862487061404568,2025-10-01 00:00:00.000,480.471212583,High Usage,0,9,HOME_CHARGING,24.02
862487061332363,2025-07-01 00:00:00.000,520.265161969,High Usage,4,7,"HOME_CHARGING, Soysapura Station",47.3
865209069520956,2025-07-01 00:00:00.000,136.626099037,Medium Usage,0,7,HOME_CHARGING,8.04
,2025-10-01 00:00:00.000,0,Low Usage,7,0,Panadura  1 Station,
865209060779635,2024-11-01 00:00:00.000,85.418773837,Medium Usage,5,0,Boralla Temporary Station,3.29
865209069519453,2025-06-01 00:00:00.000,0,Low Usage,5,0,"Bandaragama Station, Panadura  1 Station",
865209069520980,2025-08-01 00:00:00.000,92.962911515,Medium Usage,0,4,HOME_CHARGING,3.87
865209069519180,2025-04-01 00:00:00.000,0,Low Usage,5,0,"Boralesgamuwa new Station, Boralla Temporary Station",
865209060173102,2025-04-01 00:00:00.000,48.294955791,Low Usage,0,3,HOME_CHARGING,4.39
865209069521095,2025-08-01 00:00:00.000,251.029166656,High Usage,0,3,HOME_CHARGING,11.41
865209069519172,2025-09-01 00:00:00.000,172.70837701,High Usage,2,2,"HOME_CHARGING, Panadura  1 Station",9.09
,2025-09-01 00:00:00.000,0,Low Usage,3,0,"Panadura  1 Station, Soysapura Station",
865209069518752,2025-06-01 00:00:00.000,35.779660864,Low Usage,2,0,Panadura  1 Station,5.11
,2025-09-01 00:00:00.000,0,Low Usage,9,0,"Kolonnawa Station, Kiribathgoda Station, Boralla Temporary Station",
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Katunayake Station,
862487061403768,2025-10-01 00:00:00.000,243.886223337,High Usage,0,2,HOME_CHARGING,12.19
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
862487061409724,2025-10-01 00:00:00.000,111.510517301,Medium Usage,0,1,HOME_CHARGING,6.2
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
,2025-09-01 00:00:00.000,0,Low Usage,15,0,"Maggona, Bandaragama Station, Kalutara North",
865209069519172,2025-10-01 00:00:00.000,303.717534778,High Usage,0,8,HOME_CHARGING,18.98
865209069520691,2025-07-01 00:00:00.000,144.026807313,Medium Usage,5,0,Bandaragama Station,7.58
865209069520022,2025-02-01 00:00:00.000,122.556343763,Medium Usage,6,0,"Panadura, Beruwala Station, Moratuwa replace Station",17.51
,2025-09-01 00:00:00.000,0,Low Usage,4,0,"Boralla Temporary Station, Kolonnawa Station",
862487061405425,2025-06-01 00:00:00.000,60.286506708,Medium Usage,0,2,HOME_CHARGING,4.02
,2025-09-01 00:00:00.000,0,Low Usage,3,0,"Panadura  1 Station, Moratuwa replace Station",
,2025-09-01 00:00:00.000,0,Low Usage,2,0,Padukka Station,
865209069521004,2024-02-01 00:00:00.000,56.925670211,Medium Usage,2,0,Moratuwa Station,6.33
,2025-09-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069519420,2025-06-01 00:00:00.000,1740.540505202,High Usage,16,24,"HOME_CHARGING, Panadura  1 Station, Bandaragama Station",58.02
865209069519446,2025-07-01 00:00:00.000,379.85468566,High Usage,0,23,HOME_CHARGING,14.07
865209069519537,2025-06-01 00:00:00.000,670.51143148,High Usage,20,9,"Panadura  1 Station, HOME_CHARGING, Bandaragama Station",33.53
,2025-09-01 00:00:00.000,0,Low Usage,18,0,Maggona,
865209069520865,2025-07-01 00:00:00.000,438.709894573,High Usage,0,16,HOME_CHARGING,15.67
,2025-09-01 00:00:00.000,0,Low Usage,23,0,"Soysapura Station, Thalawathugoda New Station, Moratuwa replace Station",
862487061409963,2025-08-01 00:00:00.000,775.584296185,High Usage,20,10,"Maggona, HOME_CHARGING, Bandaragama Station",25.85
865209069519941,2024-03-01 00:00:00.000,352.566656236,High Usage,14,0,Boralesgamuwa new Station,14.69
862487061421984,2025-09-01 00:00:00.000,633.400529033,High Usage,0,14,HOME_CHARGING,22.62
865209069519073,2025-06-01 00:00:00.000,517.140458849,High Usage,4,14,"HOME_CHARGING, Dharga Town Station, Maggona",24.63
865209069520527,2025-08-01 00:00:00.000,177.433120634,High Usage,0,14,HOME_CHARGING,6.34
865209069519651,2025-08-01 00:00:00.000,291.489557881,High Usage,12,0,Soysapura Station,13.88
862487061379588,2025-09-01 00:00:00.000,593.13580586,High Usage,0,11,HOME_CHARGING,21.97
865209069520717,2025-03-01 00:00:00.000,40.156929803,Low Usage,12,0,"Panadura, Moratuwa replace Station",4.02
865209069519420,2025-02-01 00:00:00.000,152.099358475,High Usage,12,1,"Bandaragama Station, Panadura, HOME_CHARGING",10.86
865209069545904,2024-06-01 00:00:00.000,612.190943267,High Usage,19,0,"Boralesgamuwa new Station, Thalawathugoda New Station, Boralesgamuwa Station",23.55
865209069546373,2025-07-01 00:00:00.000,351.954591775,High Usage,0,9,HOME_CHARGING,11.35
865209069520923,2024-12-01 00:00:00.000,52.878956111,Medium Usage,9,0,"Miriswatta Station, Udugampola Station",10.58
862487061363525,2025-09-01 00:00:00.000,166.936573745,High Usage,0,8,HOME_CHARGING,6.18
865209069546068,2025-09-01 00:00:00.000,494.345587756,High Usage,8,0,Thalawathugoda New Station,22.47
865209069519487,2025-09-01 00:00:00.000,51.595487014,Medium Usage,0,7,HOME_CHARGING,8.6
865209069519172,2025-07-01 00:00:00.000,88.702452393,Medium Usage,7,0,Panadura  1 Station,4.67
862487061382608,2025-10-01 00:00:00.000,806.014408077,High Usage,0,6,HOME_CHARGING,40.3
865209060771624,2025-02-01 00:00:00.000,349.698148958,High Usage,6,1,"Maggona, HOME_CHARGING",13.45
,2025-10-01 00:00:00.000,0,Low Usage,5,0,Padukka Station,
865209069520956,2024-08-01 00:00:00.000,84.675903978,Medium Usage,5,0,Miriswatta Station,7.06
865209069519255,2025-08-01 00:00:00.000,236.251490192,High Usage,7,0,"Moratuwa replace Station, Soysapura Station",10.74
865209069546506,2025-10-01 00:00:00.000,125.840236339,Medium Usage,0,3,HOME_CHARGING,13.98
865209069521004,2024-03-01 00:00:00.000,95.285515997,Medium Usage,3,0,Moratuwa Station,7.94
862487061405060,2025-07-01 00:00:00.000,129.063751182,Medium Usage,4,1,"Dharga Town Station, HOME_CHARGING, Beruwala Station",16.13
865209069519867,2025-08-01 00:00:00.000,454.411630279,High Usage,5,14,"HOME_CHARGING, Maggona, Dharga Town Station",18.18
865209069519537,2025-08-01 00:00:00.000,815.510337618,High Usage,13,10,"Panadura  1 Station, HOME_CHARGING",31.37
862487061377426,2025-10-01 00:00:00.000,187.4798765,High Usage,0,10,HOME_CHARGING,9.37
865209069520881,2025-07-01 00:00:00.000,204.507039245,High Usage,12,0,"Panadura  1 Station, Bandaragama Station",22.72
865209069546316,2025-07-01 00:00:00.000,264.324083234,High Usage,10,4,"Panadura  1 Station, HOME_CHARGING, Soysapura Station",10.57
862487061409526,2025-08-01 00:00:00.000,274.931846124,High Usage,0,7,HOME_CHARGING,13.09
865209069519503,2025-05-01 00:00:00.000,168.709861394,High Usage,9,1,"Kolonnawa Station, Thalawathugoda New Station, HOME_CHARGING",42.18
865209069519172,2025-06-01 00:00:00.000,66.264229353,Medium Usage,7,0,"Panadura  1 Station, Moratuwa replace Station",4.14
862487061363525,2025-08-01 00:00:00.000,172.245714287,High Usage,0,6,HOME_CHARGING,6.15
865209069519503,2025-06-01 00:00:00.000,366.259684186,High Usage,14,1,"Thalawathugoda New Station, Kolonnawa Station, Boralla Temporary Station",26.16
865209069519651,2025-09-01 00:00:00.000,289.389340452,High Usage,6,0,"Soysapura Station, Boralla Temporary Station",15.23
,2025-10-01 00:00:00.000,0,Low Usage,5,0,Boralla Temporary Station,
865209069518984,2025-06-01 00:00:00.000,247.442991889,High Usage,5,0,Bandaragama Station,9.52
862487061392102,2025-08-01 00:00:00.000,430.022240074,High Usage,8,4,"Panadura  1 Station, HOME_CHARGING, Bandaragama Station",15.36
,2025-09-01 00:00:00.000,0,Low Usage,4,0,Panadura  1 Station,
865209069519511,2025-06-01 00:00:00.000,83.47676449,Medium Usage,2,3,"HOME_CHARGING, Thalawathugoda New Station",5.96
862487061375123,2025-06-01 00:00:00.000,196.916057325,High Usage,0,3,HOME_CHARGING,6.56
865209060779635,2024-06-01 00:00:00.000,108.038922568,Medium Usage,3,0,Thalawathugoda New Station,3.73
862487061447005,2025-10-01 00:00:00.000,128.729382586,Medium Usage,0,3,HOME_CHARGING,9.19
865209069520956,2025-04-01 00:00:00.000,46.946802918,Low Usage,0,3,HOME_CHARGING,4.69
865209069520022,2025-08-01 00:00:00.000,83.884576941,Medium Usage,3,0,"Kalutara North, Thalawathugoda New Station",20.97
865209069519800,2025-05-01 00:00:00.000,1.699786534,Low Usage,2,0,Bandaragama Station,0.57
865209069519339,2025-04-01 00:00:00.000,104.246155152,Medium Usage,2,2,"HOME_CHARGING, Seeduwa Station",17.37
865209060487676,2025-02-01 00:00:00.000,0,Low Usage,1,0,Maggona,
865209069521194,2025-03-01 00:00:00.000,181.506734442,High Usage,1,0,Thalawathugoda New Station,12.1
,2025-10-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
865209069521004,2025-05-01 00:00:00.000,121.532302226,Medium Usage,7,0,Moratuwa replace Station,8.68
865209069519669,2025-02-01 00:00:00.000,192.700898568,High Usage,5,0,Moratuwa replace Station,9.18
,2025-10-01 00:00:00.000,0,Low Usage,0,3,HOME_CHARGING,
862487061422487,2025-07-01 00:00:00.000,11.835991252,Low Usage,0,2,HOME_CHARGING,0.91
,2025-08-01 00:00:00.000,0,Low Usage,1,0,Seeduwa Station,
,2025-10-01 00:00:00.000,0,Low Usage,1,0,Udugampola Station,
865209069519230,2025-02-01 00:00:00.000,7.7687988,Low Usage,1,0,Bandaragama Station,1.11
862487061404568,2025-08-01 00:00:00.000,136.192770152,Medium Usage,1,0,Kuliyapitiya,17.02
,2025-09-01 00:00:00.000,0,Low Usage,0,1,HOME_CHARGING,
